request_id,record_status,date,weekday,posted_time,origin,origin_category,dest,dest_category,waypoints,waypoints_category,stop_count,mid_dropoff_ok,mid_boarding_issue,via_train,train_time,party_current_original,party_target_original,party_current_clean,party_target_clean,party_parse_confidence,mentions_taxi,mentions_carpool,has_contact,author_id,source_file,source_line,source_match_score,raw_text_redacted,dq_flags,review_required,analytics_ready,parser_version
req_000035,existing_csv,2024-05-04,토,18:13,오흡,학교,양덕,원룸촌,비벤,학교,3,False,False,False,,,,,,none,False,False,True,u1728,Talk_2026.9.15 11:45-1.txt,132,1.0,6시 30분 오흡 비벤 양덕 1200 <PHONE>,,False,True,audit-v1
req_000036,existing_csv,2024-05-04,토,18:23,학교,학교,궁물촌,원룸촌,,,2,False,False,False,,2,4,2,4,high,True,False,True,u2040,Talk_2026.9.15 11:45-1.txt,136,1.0,학교 -> 궁물촌 택시 (2/4) 6:30 <PHONE>,,False,True,audit-v1
req_000037,existing_csv,2024-05-04,토,18:53,한동대,학교,포항역,포항역,,,2,False,False,False,,,,,,none,True,False,True,u0778,Talk_2026.9.15 11:45-1.txt,140,1.0,5/4 (토요일) 21:00 택시 한동대 -> 포항역 <PHONE>,,False,True,audit-v1
req_000038,existing_csv,2024-05-04,토,18:57,한동대,학교,포항역,포항역,,,2,False,False,False,,,,,,none,True,False,True,u2053,Talk_2026.9.15 11:45-1.txt,143,1.0,5/5(일) 오전 10:30 한동대 >>>> 포항역 택시 <PHONE>,,False,True,audit-v1
req_000039,existing_csv,2024-05-04,토,19:12,그할마,원룸촌,학교,학교,,,2,False,False,False,,,,,,none,True,False,True,u0754,Talk_2026.9.15 11:45-1.txt,146,1.0,19:40 그할마 - 학교 택시 <PHONE>,,False,True,audit-v1
req_000040,existing_csv,2024-05-04,토,19:14,학교,학교,시외버스터미널,터미널,,,2,False,False,False,,,,,,none,False,False,True,u1937,Talk_2026.9.15 11:45-1.txt,148,1.0,19:50 학교 -> 시외버스터미널 <PHONE>,,False,True,audit-v1
req_000041,existing_csv,2024-05-04,토,19:16,양덕,원룸촌,고속버스터미널,터미널,,,2,False,False,False,,,,5,5,medium,True,False,True,u1495,Talk_2026.9.15 11:45-1.txt,150,1.0,5/5 오전 7:30 양덕 > 고속버스터미널 택시 <PHONE>,party_parse_review,False,True,audit-v1
req_000042,existing_csv,2024-05-04,토,19:20,오흡,학교,양덕,원룸촌,,,2,False,False,False,,,,,,none,True,False,True,u0322,Talk_2026.9.15 11:45-1.txt,153,1.0,19:40 오흡 > 양덕 택시 <PHONE>,,False,True,audit-v1
req_000043,existing_csv,2024-05-04,토,19:51,오석,학교,그할마,원룸촌,,,2,False,False,False,,,,,,none,False,True,False,u1761,Talk_2026.9.15 11:45-1.txt,158,1.0,20시 10분 오석 -> 그할마 카풀 <URL>,,False,True,audit-v1
req_000044,existing_csv,2024-05-04,토,20:27,시외버스터미널,터미널,한동대,학교,,,2,False,False,False,,,,,,none,False,False,True,u0282,Talk_2026.9.15 11:45-1.txt,161,1.0,5/5 (일) 저녁 20:10 포항시외버스터미널 >>> 한동대 <PHONE>,,False,True,audit-v1
req_000045,existing_csv,2024-05-04,토,20:30,오흡,학교,양덕,원룸촌,비벤,학교,3,False,False,False,,,,,,none,False,False,True,u1728,Talk_2026.9.15 11:45-1.txt,164,1.0,8시 50분 오흡 비벤 양덕 1200 <PHONE>,,False,True,audit-v1
req_000046,existing_csv,2024-05-04,토,20:41,유야,원룸촌,포항역,포항역,,,2,False,False,False,,,,,,none,True,False,True,u0391,Talk_2026.9.15 11:45-1.txt,167,1.0,21:00 유야-> 포항역 택시 <PHONE>,,False,True,audit-v1
req_000047,existing_csv,2024-05-04,토,20:48,양덕,원룸촌,학교,학교,,,2,False,False,False,,,,,,none,False,False,True,u1751,Talk_2026.9.15 11:45-1.txt,169,1.0,"오전 2:00 양덕(다이소, 유야 무관) - 학교 <PHONE>로 연락주세요🫠",,False,True,audit-v1
req_000048,existing_csv,2024-05-04,토,21:22,포항역,포항역,한동대,학교,,,2,False,False,True,00:43,,,5,7,medium,False,False,True,u1664,Talk_2026.9.15 11:45-1.txt,172,1.0,5/7 (화) 새벽 00:43 도착 기차 포항역 -> 한동대 <PHONE>,party_parse_review,False,True,audit-v1
req_000049,existing_csv,2024-05-04,토,21:28,한동대,학교,포항역,포항역,,,2,False,False,False,,,,5,5,medium,True,False,True,u0751,Talk_2026.9.15 11:45-1.txt,175,1.0,5/5. 오전 5:10 한동대->포항역 택시 <PHONE>,party_parse_review,False,True,audit-v1
req_000050,existing_csv,2024-05-04,토,21:50,포항역,포항역,한동대,학교,,,2,False,False,True,12:43,2,4,2,4,high,False,False,True,u0094,Talk_2026.9.15 11:45-1.txt,178,1.0,5/5-5/6 밤 12:43 도착기차 포항역->한동대 (2/4) <PHONE>,,False,True,audit-v1
req_000051,existing_csv,2024-05-04,토,21:53,그할마,원룸촌,포항역,포항역,,,2,False,False,False,,,,5,5,medium,True,False,True,u1775,Talk_2026.9.15 11:45-1.txt,181,1.0,5/5 오전 5시 그할마>포항역 택시 <PHONE>,party_parse_review,False,True,audit-v1
req_000052,existing_csv,2024-05-04,토,21:56,오흡,학교,유야,원룸촌,비벤,학교,3,False,False,False,,,,,,none,False,True,False,u1900,Talk_2026.9.15 11:45-1.txt,184,1.0,22:05 오흡-비벤-유야 카풀 카풀 (톡방 정원 5명 마감) <URL>,,False,True,audit-v1
req_000053,existing_csv,2024-05-04,토,23:12,학교,학교,양덕,원룸촌,,,2,False,False,False,,,,,,none,True,False,True,u1495,Talk_2026.9.15 11:45-1.txt,190,1.0,00:30 학교 - 양덕 택시 <PHONE>,,False,True,audit-v1
req_000054,existing_csv,2024-05-05,일,02:38,포항역,포항역,한동대,학교,,,2,False,False,False,,,,5,5,medium,True,False,True,u1726,Talk_2026.9.15 11:45-1.txt,197,1.0,5/5 23:07 포항역 - 한동대 택시 <PHONE>,party_parse_review,False,True,audit-v1
req_000055,existing_csv,2024-05-05,일,08:40,포항역,포항역,한동대,학교,,,2,False,False,True,20:03,,,,,none,False,False,True,u0409,Talk_2026.9.15 11:45-1.txt,201,1.0,5/6 (일) - 20:03 도착 기차 포항역 -> 한동대 <PHONE>,,False,True,audit-v1
req_000056,existing_csv,2024-05-05,일,09:36,한동대,학교,포항역,포항역,,,2,False,False,False,,,,,,none,True,False,True,u2053,Talk_2026.9.15 11:45-1.txt,205,1.0,오늘 오전 10:30 한동대 >>>> 포항역 택시 <PHONE>,,False,True,audit-v1
req_000057,existing_csv,2024-05-05,일,09:57,포항역,포항역,한동대,학교,,,2,False,False,True,20:03,,,2,4,medium,False,False,True,u0409,Talk_2026.9.15 11:45-1.txt,210,1.0,5/5 (일) - 20:03 도착 기차 포항역 -> 한동대 <PHONE>/4,party_parse_review,False,True,audit-v1
req_000058,existing_csv,2024-05-05,일,10:23,예성,원룸촌,그할마,원룸촌,,,2,False,False,False,,,,,,none,False,True,False,u0802,Talk_2026.9.15 11:45-1.txt,214,1.0,10:43 예성>야멍>채플 -정원 봇포함 6명 그할마 카풀 <URL>,,False,True,audit-v1
req_000059,existing_csv,2024-05-05,일,12:34,시외버스터미널,터미널,한동대,학교,,,2,False,False,False,,,,,,none,False,False,True,u1313,Talk_2026.9.15 11:45-1.txt,219,1.0,5/5 오늘 14:00 시외버스터미널-> 한동대 <PHONE>,,False,True,audit-v1
req_000060,existing_csv,2024-05-05,일,13:04,한동대,학교,양덕,원룸촌,,,2,False,False,False,,,,5,5,medium,True,False,True,u1585,Talk_2026.9.15 11:45-1.txt,222,1.0,5/5 1:10 한동대-> 양덕 택시 <PHONE>,party_parse_review,False,True,audit-v1
req_000061,existing_csv,2024-05-05,일,13:20,학교,학교,시외버스터미널,터미널,,,2,False,False,False,,,,,,none,False,False,True,u1535,Talk_2026.9.15 11:45-1.txt,225,1.0,오늘 오후3시 30분 학교 > 시외버스터미널 <PHONE>,,False,True,audit-v1
req_000062,existing_csv,2024-05-05,일,14:08,포항역,포항역,한동대,학교,,,2,False,False,True,14:59,,,,,none,False,False,True,u1076,Talk_2026.9.15 11:45-1.txt,229,1.0,5/5 (일) - 14:59 도착 기차 포항역 -> 한동대 <PHONE>,,False,True,audit-v1
req_000063,existing_csv,2024-05-05,일,14:27,시외버스터미널,터미널,한동대,학교,,,2,False,False,False,,,,,,none,False,False,True,u0282,Talk_2026.9.15 11:45-1.txt,232,1.0,5/5 (일) 저녁 20:10 포항시외버스터미널 >>> 한동대 <PHONE>,,False,True,audit-v1
req_000064,existing_csv,2024-05-05,일,14:35,포항역,포항역,한동대,학교,양덕,원룸촌,3,False,False,True,17:03,,,,,none,False,False,True,u1630,Talk_2026.9.15 11:45-1.txt,235,1.0,5/5(일) 17:03 도착 기차 포항역 > 양덕 > 한동대 <PHONE>,,False,True,audit-v1
req_000065,existing_csv,2024-05-05,일,15:00,포항역,포항역,한동대,학교,,,2,False,False,True,20:21,,,,,none,False,False,True,u0074,Talk_2026.9.15 11:45-1.txt,238,1.0,5/5 (일) 20:21 도착 기차 포항역 -> 한동대 <PHONE>,,False,True,audit-v1
req_000066,existing_csv,2024-05-05,일,15:54,포항역,포항역,양덕,원룸촌,,,2,False,False,True,18:43,,,,,none,True,False,False,u0787,Talk_2026.9.15 11:45-1.txt,241,1.0,5/5(일) 18:43 도착 기차 포항역 -> 양덕 택시(최대 4명) <URL>,,False,True,audit-v1
req_000067,existing_csv,2024-05-05,일,16:00,한동대,학교,포항역,포항역,,,2,False,False,False,,,,,,none,True,False,True,u1901,Talk_2026.9.15 11:45-1.txt,246,1.0,5/5 (일) 5:20 한동대 -> 포항역 택시 <PHONE>,,False,True,audit-v1
req_000068,existing_csv,2024-05-05,일,17:27,포항역,포항역,한동대,학교,,,2,False,False,True,20:03,,,1,4,medium,False,False,True,u0727,Talk_2026.9.15 11:45-1.txt,249,1.0,5/5 (일) - 20:03 도착 기차 포항역 -> 한동대 <PHONE>/4,party_parse_review,False,True,audit-v1
req_000069,existing_csv,2024-05-05,일,18:15,오석,학교,유야,원룸촌,,,2,False,False,False,,,,,,none,False,True,False,u1761,Talk_2026.9.15 11:45-1.txt,254,1.0,6시30분 오석 -> 유야 카풀 <URL>,,False,True,audit-v1
req_000070,existing_csv,2024-05-05,일,19:06,포항역,포항역,한동대,학교,,,2,False,False,True,10:54,,,,,none,False,False,True,u1180,Talk_2026.9.15 11:45-1.txt,256,1.0,5/6 월 오전 10:54 도착 기차 포항역 -> 한동대 <PHONE>,,False,True,audit-v1
req_000071,existing_csv,2024-05-05,일,20:57,유야,원룸촌,학교,학교,,,2,False,False,False,,,,2,4,medium,True,False,True,u0221,Talk_2026.9.15 11:45-1.txt,260,1.0,모이는대로 유야->학교 2/4 택시 <PHONE>,party_parse_review,False,True,audit-v1
req_000072,existing_csv,2024-05-05,일,21:01,포항역,포항역,한동대,학교,,,2,False,False,True,15:28,,,,,none,False,False,True,u1440,Talk_2026.9.15 11:45-1.txt,263,1.0,5/6 월 오후 15:28 도착 기차 포항역 -> 한동대 <PHONE>,,False,True,audit-v1
req_000073,existing_csv,2024-05-05,일,21:13,포항역,포항역,한동대,학교,,,2,False,False,True,15:28,,,,,none,False,False,True,u1440,Talk_2026.9.15 11:45-1.txt,267,0.995,5/6 월 오후 15:28 도착 기차 포항역 -> 한동대 <PHONE>,raw_text_contamination,False,True,audit-v1
req_000074,existing_csv,2024-05-05,일,21:26,포항역,포항역,학교,학교,,,2,False,False,True,23:07,,,,,none,False,False,True,u1142,Talk_2026.9.15 11:45-1.txt,272,1.0,5/5 (일) 포항역-학교 23:07 도착 기차 <PHONE>,,False,True,audit-v1
req_000075,existing_csv,2024-05-05,일,21:39,포항역,포항역,한동대,학교,,,2,False,False,True,8:10,,,2,4,medium,False,False,True,u0512,Talk_2026.9.15 11:45-1.txt,275,1.0,내일 5/6 월요일 저녁 8시 10분 20:3 도착 기차 포항역 -> 한동대 *캐리어 없으신분들만 2/4 <PHONE>,party_parse_review,False,True,audit-v1
req_000076,existing_csv,2024-05-05,일,21:46,비벤,학교,양덕,원룸촌,,,2,False,False,False,,,,,,none,True,False,True,u1698,Talk_2026.9.15 11:45-1.txt,282,1.0,오후10시 비벤->양덕 무료택시 <PHONE>,,False,True,audit-v1
req_000077,existing_csv,2024-05-05,일,21:56,포항역,포항역,한동대,학교,,,2,False,False,True,19:01,,,1,4,medium,False,False,True,u0864,Talk_2026.9.15 11:45-1.txt,288,1.0,5/6 월 19:01 도착기차 포항역->한동대 1/4 <PHONE>,party_parse_review,False,True,audit-v1
req_000078,existing_csv,2024-05-05,일,22:14,포항역,포항역,유야,원룸촌,,,2,False,False,True,11:07,,,,,none,True,False,True,u1269,Talk_2026.9.15 11:45-1.txt,292,1.0,오늘 11:07pm 포항역 도착 기차 포항역-> 유야 택시 <PHONE>,,False,True,audit-v1
req_000079,existing_csv,2024-05-05,일,22:28,포항역,포항역,한동대,학교,,,2,False,False,True,8:07,,,5,7,medium,False,False,True,u1341,Talk_2026.9.15 11:45-1.txt,298,1.0,5/7 화 포항역 아침 8:07 도착 기차 포항역->한동대 <PHONE>,party_parse_review,False,True,audit-v1
req_000080,existing_csv,2024-05-05,일,22:42,5/6 오후 4시 30분 카풀 동대구역,미분류,그할마,원룸촌,학교,학교,3,False,False,False,,,,,,none,False,True,True,u1561,Talk_2026.9.15 11:45-1.txt,301,1.0,5/6(월) 오후 4시 30분 카풀 동대구역 -> 학교(8000원) -> 그할마(9000원) <PHONE>,route_field_noise;unclassified_endpoint,True,False,audit-v1
req_000081,existing_csv,2024-05-05,일,22:46,한동대,학교,양덕,원룸촌,,,2,False,False,False,,,,,,none,True,False,True,u1876,Talk_2026.9.15 11:45-1.txt,306,1.0,11:00 한동대- 양덕 택시 <PHONE>,,False,True,audit-v1
req_000082,existing_csv,2024-05-05,일,23:23,포항역,포항역,한동대,학교,,,2,False,False,False,,,,5,7,medium,False,False,True,u1126,Talk_2026.9.15 11:45-1.txt,317,1.0,5/7(화) 포항역 > 한동대 오전 9:10 <PHONE>,party_parse_review,False,True,audit-v1
req_000083,existing_csv,2024-05-05,일,23:36,한동대,학교,포항역,포항역,,,2,False,False,False,,,,,,none,False,False,True,u0409,Talk_2026.9.15 11:45-1.txt,322,1.0,5/6 (월) - 09:45 출발 한동대 -> 포항역 <PHONE>,,False,True,audit-v1
req_000084,existing_csv,2024-05-05,일,23:40,오흡,학교,유야,원룸촌,,,2,False,False,False,,,,,,none,False,False,False,u1500,Talk_2026.9.15 11:45-1.txt,325,1.0,24:10 오흡 -> 유야 톡방 최대 인원 5명입니다! <URL>,,False,True,audit-v1
req_000085,existing_csv,2024-05-06,월,00:04,포항역,포항역,한동대,학교,,,2,False,False,True,18:43,,,,,none,False,False,True,u0885,Talk_2026.9.15 11:45-1.txt,333,1.0,5/6 (월) 18:43 도착기차 포항역->한동대 <PHONE>,,False,True,audit-v1
req_000086,existing_csv,2024-05-06,월,02:26,오석,학교,그할마,원룸촌,,,2,False,False,False,,,,,,none,False,True,False,u1761,Talk_2026.9.15 11:45-1.txt,337,1.0,2시35분 오석 -> 그할마 카풀 <URL>,,False,True,audit-v1
req_000087,existing_csv,2024-05-06,월,05:47,포항역,포항역,한동대,학교,,,2,False,False,True,8:51,,,,,none,False,False,True,u0504,Talk_2026.9.15 11:45-1.txt,339,1.0,5/6 (월) 8:51 도착 기차 포항역 —> 한동대 <PHONE>,,False,True,audit-v1
req_000088,existing_csv,2024-05-06,월,08:12,터미널,터미널,한동대,학교,,,2,False,False,False,,,,,,none,False,False,False,u0534,Talk_2026.9.15 11:45-1.txt,342,1.0,오늘 시외버스 터미널—>한동대 10:30분 출발 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 버스 <URL>,,False,True,audit-v1
req_000089,existing_csv,2024-05-06,월,08:47,오늘 10:45 역,미분류,학교,학교,,,2,False,False,False,,,,,,none,True,False,True,u0774,Talk_2026.9.15 11:45-1.txt,351,1.0,오늘 10:45 역->학교 택시 <PHONE>,route_field_noise;unclassified_endpoint,True,False,audit-v1
req_000090,existing_csv,2024-05-06,월,08:57,포항역,포항역,한동대,학교,,,2,False,False,True,10:54,,,2,4,medium,False,False,True,u1180,Talk_2026.9.15 11:45-1.txt,354,1.0,5/6 월 오전 10:54 도착 기차 포항역 -> 한동대 2/4 <PHONE>,party_parse_review,False,True,audit-v1
req_000091,existing_csv,2024-05-06,월,08:59,유야,원룸촌,오흡,학교,,,2,False,False,False,,,,,,none,False,True,False,u1500,Talk_2026.9.15 11:45-1.txt,360,1.0,9:20 유야->오흡 카풀 톡방 최대 인원 5명입니다! <URL>,,False,True,audit-v1
req_000092,existing_csv,2024-05-06,월,09:12,포항역,포항역,한동대,학교,,,2,False,False,True,13:12,,,,,none,False,False,True,u1635,Talk_2026.9.15 11:45-1.txt,364,0.995,5/6 월 13:12 도착기차 포항역 -> 한동대 <PHONE>,raw_text_contamination,False,True,audit-v1
req_000093,existing_csv,2024-05-06,월,09:39,포항역,포항역,한동대,학교,,,2,False,False,True,10:54,,,3,4,medium,False,False,True,u1180,Talk_2026.9.15 11:45-1.txt,368,1.0,5/6 월 오전 10:54 도착 기차 포항역 -> 한동대 3/4 <PHONE>,party_parse_review,False,True,audit-v1
req_000094,existing_csv,2024-05-06,월,10:47,그할마,원룸촌,현동,학교,,,2,False,False,False,,,,,,none,True,False,True,u0158,Talk_2026.9.15 11:45-1.txt,374,1.0,11시 10분 그할마 -> 현동 택시 <PHONE>,,False,True,audit-v1
req_000095,existing_csv,2024-05-06,월,11:12,포항역,포항역,한동대,학교,,,2,False,False,True,19:01,,,2,4,medium,False,False,True,u0864,Talk_2026.9.15 11:45-1.txt,377,1.0,5/6 월 19:01 도착기차 포항역->한동대 2/4 <PHONE>,party_parse_review,False,True,audit-v1
